Num,Tipo,Voce,Cat,Italiano,Et_Audio
335,lemma,bestéma,sf,"bestemmia - anche:bestiéma, biestéma, biastéma, siraca",bestema
336,lemma,bestemàr,vb,"bestemmiare - anche:bestiemàr, biestemàr, biastemàr, siracàr",bestemar
337,locuzione,bestemàr (nó se ghe vede gnanca a –),loc,"non ci si vede neanche a bestemmiare; è buio fitto, è buio pesto, c'è oscurità assoluta",bestemar (no se ghe vede gnanca a –)
338,locuzione,bestemàr come ’n turco,loc,"bestemmiare spesso; ma, in effetti i turchi bestemmiano meno dei cristiani",bestemar come ’n turco
339,lemma,bestiàm,sm,bestiame piccolo o grande,bestiam
340,lemma,Bèta,np,forma breve di Elisabetta,Beta
341,locuzione,Bèta da la léngua s'cèta,loc,"persona spontanea, sincera, schietta, che non le manda a dire",Beta da la lengua s'ceta
342,lemma,bétola,sf,"bettola, taverna, locale malfamato",betola
343,lemma,betònega,sf,"donna (o uomo) linguacciuta, chiacchierona, pettegola",betonega
344,lemma,betònega,sf,erba betonica: pianta medicinale e infestante,betonega
345,lemma,betùm,sm,"bitume asfalto, anche cemento armato - anche: petùm",betum
346,lemma,bevadóra,sf,abbeveratoio,bevadora
347,lemma,bevaròl,sm,"beverino, piccolo abbeveratoio (vaschetta per l'acqua degli uccellini)",bevarol
348,lemma,béver,vb,"bere, sorseggiare, dissetarsi",bever
349,locuzione,béver de cana,loc,"bere dalla bottiglia, tracannare, trincare, sbevazzare",bever de cana
350,locuzione,béver la garba,loc,"irritarsi, stizzirsi",bever la garba
351,lemma,beveràr,vb,abbeverare le bestie,beverar
352,lemma,beverón,sm,"1. bevanda per gli animali; 2. bevanda calda per le persone, nutriente e curativa",beveron
353,lemma,bevidór,sm,"bevitore, beone.",bevidor
354,lemma,beviròl,sm,beverino - anche: bevaròl,bevirol
355,lemma,bevù,agg,"alticcio, brillo, sbronzo",bevu
356,lemma,béz,sm,"antico soldo, danaro - anche: sbànzega",bez
357,locuzione,béz (no’l val en –),loc,non ha nessun valore,bez (no’l val en –)
358,lemma,biànch,agg,"bianco, candido, pallido, pulito, canuto",bianch
359,locuzione,biànch come na straza,loc,"bianco come uno stracco: pallidissimo, cadaverico, impressionante",bianch come na straza
360,locuzione,biànch e rós come 'n póm,loc,bianco e rosso come una mela: ottimo stato di salute,bianch e ros come 'n pom
361,lemma,biancheżàr,vb,"albeggiare, farsi giorno - anche: sbianchezàr",bianchezar
362,lemma,bianchìz,agg,"bianchiccio, biancastro",bianchiz
363,lemma,Biaṡi,np,Biagio,Biasi
364,lemma_variant,Biaṡi fa nèt,loc,"far piazza pulita (S. Biagio, 3 febbraio, la neve piano piano sparisce)",Biasi fa net
365,lemma,biàva,sf,"biada, avena",biava
366,locuzione,biàva (dar la –),loc,"1. dar la biada da mangiare; 2. fig. battere, sconfiggere, stravincere",biava (dar la –)
367,lemma,biberól,sm,"vinello; anche: bibiròl, biròlo",biberol
368,lemma,bibiàr,vb,"saperla lunga, circuire, ingannare",bibiar
369,lemma,bibiròl,sm,"vinello, secondo vino, vino leggero, bibita; anche: beviròl",bibirol
370,lemma,bicér,sm,"bicchiere; anche: bicéra, bichér, bichéra,",bicer
371,lemma,biceròt,sm,"bicchierino, bicchiere; anche: bicheròt, bicheròta",bicerot
372,lemma,bici,sf,bicicletta,bici
373,lemma,bici da mónt,sf,"rampichino, mountain bike",bici da mont
374,lemma,bicòca,sf,"bicocca, stamberga, capanna",bicoca
375,lemma,bidèl,sm,bidello,bidel
376,lemma,bidolarìe,sfpl,"cose strambe, cose stupide di nessun valore",bidolarie
377,lemma,bidón,sm,"1. bidone, latta, fusto; 2. imbroglio, raggiro, fregatura",bidon
378,lemma,bidonàro,sm,"colui che tira i bidoni, imbroglione, truffatore",bidonaro
379,lemma,biésta,sf,"1. zolla, piòta di terra, letame, ecc.; 2. incrostazione di sporco",biesta
380,lemma,biéta,sf,"bieta, costa, verdura a foglia larga",bieta
381,lemma,bifólch,sm,"bifolco, bovaro, villano, maleducato",bifolch
382,lemma,biga,sf,1. carro leggero a due ruote; 2. preimpasto che aiuta la lievitazione del pane,biga
383,lemma,bigatìn,sm,"larva della mosca carnaria, verme da pesca",bigatin
384,lemma,bìgoi,smpl,"spaghetti, vermicelli",bigoi
385,lemma,bìgol,sm,"1. pene, fallo; 2. citrullo, minchione",bigol
386,lemma,bigol,sm,"persona imbranata, minchione, citrullo",bigol
387,lemma,bigòt,sm,"bigotto, baciapile",bigot
388,lemma,bilanzér,sm,bilanciere,bilanzer
389,lemma,biliét,sm,"biglietto, scontrino",biliet
390,lemma,bina,sf,"1. filare coltivato, solco, spazio fra solchi; 2. tipo di pane, in coppia",bina
391,lemma,binà,agg,"raccolto, preso su, colto, radunato, riunito",bina
392,locuzione,binà ('ndó at – sta tós?),es,"dove ti sei preso questa tosse, cosa hai fatto per avere una tosse così?",bina ('ndo at – sta tos?)
393,locuzione,binà (bèn –),loc,"bene assortito, bene acconciato, messo assieme",bina (ben –)
394,locuzione,binà (mal –),loc,"mal messo, male accoppiato, male abbinato",bina (mal –)
395,locuzione,bina de patate,loc,"fila, riga seminata a patate.",bina de patate
396,locuzione,bina molinèl,loc,filetto continuo al gioco della tria - anche: merlér,bina molinel
397,lemma,binàr,vb,"raccogliere, raccattare, radunare, cogliere, prender su; anche: goìr",binar
398,locuzione,binàr a una,loc,"radunare, riunire, convocare",binar a una
399,locuzione,binàr ensèma,loc,"raccogliere assieme, raggranellare, accumulare",binar ensema
400,locuzione,binàr su tut,loc,"raccogliere tutto, raccattare ogni cosa",binar su tut
401,lemma,binaról,sm,attrezzo per tracciare e distanziare le bine.,binarol
402,lemma,binda,sf,"cricco, crick, martinetto.",binda
403,lemma,bindèla,sf,sega elettrica verticale a nastro,bindela
404,lemma,biónda,sf,"bionda, ragazza bionda; sigaretta",bionda
405,lemma,biondeżàr,vb,biondeggiare,biondezar
406,lemma,bióndo,agg,"biondo, dorato, sauro, fulvo",biondo
407,locuzione,bióndo bastàrd,loc,"biondastro, biondiccio, rossiccio",biondo bastard
408,lemma,biót,agg,"1. senza companatico, schietto, asciutto, solo; 2. nudo, spogliato, senza nulla",biot
409,locuzione,biót (pan –),loc,"pane solo, senza companatico, senza altro assieme",biot (pan –)
410,lemma,bira,sf,birra,bira
411,lemma,biri-biri,sm,richiamo per bestie - anche: zino,biri-biri
412,lemma,birìn,sm,"mezza birra, piccolo bicchiere di birra",birin
413,lemma,biròc,sm,"carrozzella a due ruote, barroccino, barroccio: per persone o per merci; qualsiasi mezzo di trasporto messo male",biroc
414,lemma,biròldo,sm,"gonzo, citrullo, zotico",biroldo
415,lemma,biròlo,sm,"vinello, vino scadente o annacquato",birolo
416,lemma,bis,sm,"biscia, serpente in genere, serpe, verme, lombrico, biscia, vipera",bis
417,lemma,bisa,sf,"biscia, serpente d'acqua",bisa
418,lemma,bisà,agg,"bacato (da un bruco), corrotto da un vermetto",bisa
419,lemma,bisabòa,sf,"serpentino, serpeggiando, tortuosamente, tutto curve",bisaboa
420,locuzione,bisabòa (a –),loc,"serpeggiando, tortuosamente, disonestamente",bisaboa (a –)
421,lemma,bisàr,vb,"scolmare, dissodare, rompitura le zolle di terra - anche: dar terra",bisar
422,lemma,biscòt,sm,"biscotto, pane a fette cotto due volte",biscot
423,lemma,biṡegàr,vb,"frugare, far qualche lavoruccio, fare lavoretti; anche: bisegàr",bisegar
424,lemma,biṡègol,sm,"bisegolo, lisciapiante, arnese da calzolaio per la levigare",bisegol
425,lemma,biṡél,agg,"bigio, grigiastro, tempo nebbioso, di colore incerto",bisel
426,lemma,biṡèrdola,sf,"lucertola - anche: lùserdola, iṡèrdola",biserdola
427,lemma,biṡèst,sm,"bisesto, bisestile - anche: biṡestìl",bisest
428,lemma,biṡi,sfpl,piselli,bisi
429,lemma,biṡibili,sm,"visibilio, meraviglia, scompiglio, confusione",bisibili
430,lemma,biṡlónch,agg,"bislungo, ellittico, ovoidale - anche: bislóng",bislonch
431,lemma,bisnòno,sm,"bisnonno, bisavolo",bisnono
432,lemma,bisògn,sm,"bisogno, bisogna",bisogn
433,lemma,biṡognós,agg,"bisognoso, indigente, gracile",bisognos
434,lemma,bisòl,sm,"vermetto, bigattino, lombrico, punteruolo dell'uva, vermicello.",bisol
435,lemma,bisòl dela tera,sm,lombrico,bisol dela tera
436,lemma,bisolà,vb,pieno di vermetti,bisola
437,lemma,bisolarse,vb,"bacarsi, guastarsi per opera di bachi, detto di frutta, formaggi, ecc.; anche: bisolàrse",bisolarse
438,lemma,bisón,sm,"biscione, serpentone",bison
439,lemma,biṡónt,agg,"bisunto, sudicio, lercio.",bisont
440,lemma,bist!,escl,"voce dei boari ai buoi per dirigerli a sinistra, ot, invece, per destra",bist!
441,lemma,bituarse,vb,abituarsi,bituarse
442,lemma,bivacàr,vb,bivaccare,bivacar
443,lemma,biżarìa,sf,"bizzarria, stravaganza, stranezza",bizaria
444,lemma,biżaro,agg,"bizzarro, bislacco, stravagante",bizaro
445,lemma,blaga,sm,"persona vanitosa; gradasso, spaccone, sbruffone; chi vanta ed ostenta lusso ed eleganza",blaga
446,locuzione,blaga (el me par ’n po’ –),es,mi sembra uno spaccone,blaga (el me par ’n po’ –)
447,lemma,blagón,sm,"persona piena di sé; bullo, gradasso",blagon
448,lemma,blateràr,vb,"farneticare, parlare a vanvera, straparlare, vaneggiare",blaterar
449,lemma,blocàr,vb,"bloccare, fermare, bocciare",blocar
450,lemma,bluṡéta,sf,camicetta per donna,bluseta
451,lemma,bò,sm,"bue, bove",bo
452,locuzione,bò (dir dré de – e de vaca),loc,"prendere a parolacce, malignare, spettegolare, tagliare i panni addosso a",bo (dir dre de – e de vaca)
453,lemma,boarina,sf,cutrettola (uccello che spesso segue i buoi),boarina
454,lemma,boàro,sm,"bovaro, mandriano; fig. rozzo - anche: boàr",boaro
455,lemma,boàza,sf,"bovina, buina, sterco dei bovini",boaza
456,lemma,bobardàr,vb,bombardare,bobardar
457,lemma,bobò,sm,bue (bambinesco),bobo
458,lemma,bobòda,sf,"mucca, vacca (bambinesco)",boboda
459,lemma,bóca,sf,bocca,boca
460,lemma,bóca,sf,"sella, valico, forcella",boca
461,locuzione,bóca de león,loc,bocca di leone (fiore),boca de leon
462,lemma,bocada,sf,"boccata, boccone, sorso, tiro",bocada
463,locuzione,bocài (tèra da –),loc,"cimitero, terra del cimitero, 'terra per pitali'",bocai (tera da –)
464,lemma,bocàl,sm,"1. boccale, grosso bicchiere, vaso di terracotta per bere; 2. vaso da notte.",bocal
465,lemma,bocàl dal pis,sm,"orinale, vaso da notte",bocal dal pis
466,lemma,bocalón,sm,"credulone, gonzo, ingenuo, sprovveduto",bocalon
467,lemma,bocara,sf,mezzule; porticina in fondo alla botte tanto larga che un uomo possa entrarvi per pulirla,bocara
468,lemma,bocaròla,sf,"herpes alla bocca, ragadi alle pieghe della bocca - anche: feverón",bocarola
469,lemma,bocéta,sm,"bambino, bimbo, fanciullo, ragazzino, moccioso",boceta
470,lemma,bocéta,sf,"boccetta, bottiglietta, ampolla - anche: bozéta",boceta
471,lemma,bochér,sm,"abbaino, botola, apertura nei sottotetti con o senza ribalta",bocher
472,lemma,bochéta,sf,"forcella, sella in montagna",bocheta
473,lemma,bochìn,sm,bocchino: con filtro o senza per fumare le sigarette,bochin
474,lemma,bochiròl,sm,beccuccio per annaffiatoi,bochirol
475,lemma,bòcia,sm,"1. ragazzino, fanciullo, adolescente; 2. ragazzo, garzone, aiutante per piccoli lavori; 3. recluta degli alpini",bocia
476,lemma,bòcia,sf,"boccia, palla, vaso sferico",bocia
477,lemma,bociarìa,sf,"insieme di ragazzacci, gruppo di giovincelli, gioventù; anche: matelàm",bociaria
478,locuzione,bociarìa (s'èl sta –),es,cosa sono tutti questi bambini (nel senso di rompiscatole),bociaria (s'el sta –)
479,lemma,bociaza,sm,"ragazzino, ragazzotto, adolescente",bociaza
480,lemma,bociazo,sm,"ragazzo, giovincello, ragazzaccio",bociazo
481,lemma,bocìn,sm,"boccino, pallino biglia",bocin
482,lemma,bòcol,sm,"ricciolo, boccolo, tirabaci",bocol
483,lemma,bocón,sm,"boccone, morso",bocon
484,lemma,boconzìn,sm,"bocconcino, leccornia",boconzin
485,lemma,bòfa,sf,"bolla, vescica, rigonfi; anche: bufa",bofa
486,lemma,bòfice,sm,"culo, sedere, fortuna",bofice
487,lemma,bói,sm,"bollitura, bollore",boi
488,locuzione,bói (basta en –),loc,è sufficiente una bollita,boi (basta en –)
489,locuzione,bòi (còpia de –),es,"coppia di buoi, pariglia",boi (copia de –)
490,locuzione,bói (darghe en –),loc,"dagli una bollita, fallo bollire",boi (darghe en –)
491,locuzione,bói (far el –),loc,"far fermentare (uva), lasciare riposare/maturare (mele, castagne, ecc.)",boi (far el –)
492,lemma,bòia,sm,"boia, giustiziere, canaglia",boia
493,lemma,boiàca,sf,malta molto liquida,boiaca
494,lemma,boiàda,sf,"1. grossa stupidaggine, bruttura, canagliata; 2. lavoro fatto male",boiada
495,lemma,boidór,sm,"1. bollitore, bollivino, tinaia dove fermenta il graspato; 2. recipiente o posto molto caldo; 3. bollore",boidor
496,locuzione,boidór (l'è tut en –),loc,"è un tutto in ebollizione, è in effervescenza, è proprio eccitato",boidor (l'e tut en –)
497,lemma,boientón,sm,"mistura bollente o altro sistema, per detergere le botti",boienton
498,lemma,bóier,vb,"bollire, fermentare - anche: boìr",boier
499,lemma,boión,sm,"1. gorgo d'acqua, vortice; 2. bubbon, pateracchio al dito; giradito",boion
500,lemma,boiór,sm,"bollore, caldo eccessivo",boior
501,lemma,boìr,vb,"1. bollire; 2. fermentare, del mosto che si trasforma in vino - anche: bóier",boir
502,lemma,ból,sm,"1. bollo, francobollo, timbro, sigillo, marca da bollo; 2. pallini, pois, lividi",bol
503,lemma,bolàr,vb,"bollare, marcare, stampigliare",bolar
504,lemma,boletìn,sm,1. foglio informativo; 2. bollettino.,boletin
505,lemma,bolognàr,vb,anche: sbolognar,bolognar
506,lemma,bolognìn,sm,"cubetto di porfido, sanpietrino",bolognin
507,lemma,bólp,sf,"volpe, fig. furbacchione",bolp
508,lemma,bolpàt,sm,"volpacchiotto, furbetto",bolpat
509,lemma,bóls,agg,"ansimante, bolso, boccheggiante",bols
510,lemma,Bolżàn,np,Bolzano,Bolzan
511,lemma,bolzón,sm,chiave della cassaforte,bolzon
512,lemma,bombàs,sm,"bambagia, cotone",bombas
513,lemma,bombaṡina,sf,cotone misto lino,bombasina
514,lemma,bombì,agg,"pieno d'acqua, inzuppato",bombi
515,lemma,bombìz,agg,"inzuppato, intriso, fradicio, pieno d'acqua, inzuppato, imbevuto, paludoso",bombiz
516,lemma,bòmbo,sm,"caramella, confetto, dolcino, zuccherino, raffinatezza, chicca, squisitezza",bombo
517,lemma,bombosèr,sm,"acquitrino, , fontanile, infiltrazione d'acqua che geme dalla terra nei prati",bomboser
518,lemma,bòn,agg,"buono, onesto, di cuore, per bene",bon
519,locuzione,bòn còr,loc,"buon cuore, caritatevole",bon cor
520,lemma,bòn!,escl,"va bene, basta, abbastanza, affare fatto",bon!
521,lemma,bòna,agg,"detto di donna, molto bella, formosa e attraente, gnocca",bona
522,locuzione,bòna (a la – de Dio),loc,"in qualche modo, alla meglio",bona (a la – de Dio)
523,locuzione,bòna (a la –),loc,"alla buona, alla mano, fra di noi, come in famiglia, semplicemente",bona (a la –)
524,locuzione,bòna (a la –),loc,"alla buona, alla mano, senza tanti fronzoli, amichevolmente",bona (a la –)
525,locuzione,bòna (en –),loc,"in pace, in tranquillità, in armonia",bona (en –)
526,locuzione,bòna (tegnirlo en –),loc,"tenerlo calmo, trattarlo con riguardo",bona (tegnirlo en –)
527,locuzione,bòna nòte sonadóri,loc,"buona notte suonatori, tutti a nanna; anche fig. ironico o esclamazione",bona note sonadori
528,lemma,bòna!,loc,"buon giorno, buona giornata, buon tutto",bona!
529,lemma,bònagràzia,sf,palchetto per tendine,bonagrazia
530,lemma,bònalàna,sm,fig. di birbante,bonalana
531,lemma,bònamàn,sf,"mancia, dono, mancia di capodanno, strenna",bonaman
532,lemma,bonaza,sf,"bonaccia, calma, piatta",bonaza
533,lemma,bondì,sm,"buondì, buongiorno, buona giornata",bondi
534,lemma,bóndola,sf,mortadella; anche: mortadèla,bondola
535,lemma,Bondón,np,"Bondone, la montagna di Trento",Bondon
536,lemma,bondonèri,smpl,"abitanti, amanti o possessori di case per ferie sul monte Bondone",bondoneri
537,lemma,bonèra,sm,"bonaccione, persona indulgente, uomo buono in tutto e per tutto",bonera
538,lemma,bonodór,sm,"buon odore, profumo",bonodor
539,lemma,bonòm,sm,"buonuomo, onestuomo, galantuomo",bonom
540,lemma,bonóra,sf,"buon'ora, al mattino presto, mattina presto",bonora
541,lemma,bonoriènt,agg,"mattiniero, di buon mattino",bonorient
542,locuzione,bonoriènta (a –),loc,"frugare, far qualche lavoruccio, fare lavoretti; anche: biṡegàr",bonorienta (a –)
543,lemma,bonorìf,agg,"1. mattutino, mattiniero; 2. frutta primaticcia - anche: bonorìvo",bonorif
544,lemma,bontempón,sm,"buontempone, allegrone, gaudente, burlone",bontempon
545,lemma,bóra,sf,"tronco, fusto d'albero tagliato",bora
546,lemma,boracia,sf,"borraccia, fiaschetta",boracia
547,lemma,bordèl,sm,"bordello, chiasso, baccano, gazzarra",bordel
548,lemma,bordón,sm,"bordone, bastone ricurvo da pellegrino; strumento per suoni gravi",bordon
549,lemma,borèl,sm,"tronchetto, ciocco, fusto tagliato",borel
550,lemma,borìn,sm,"pallino, boccino (gioco delle bocce) - anche: bocìn",borin
551,lemma,borón,sm,"cocchiume, zaffo della botte",boron
552,lemma,bórtol,sm,"sedere, deretano, culo",bortol
553,locuzione,bórtol (smacàr el –),loc,"sculacciare, picchiare sul sedere",bortol (smacar el –)
554,lemma,boscàt,sm,boschetto,boscat
555,lemma,bósch,sm,"bosco, boscaglia, macchia",bosch
556,lemma,boschér,sm,"boscaiolo, tagliaboschi, addetto ai tronchi - anche: boscaròl",boscher
557,lemma,bosegàr,vb,tossire - anche: sbosegàr,bosegar
558,lemma,boṡìa,sf,"bugia, falsità, frottola, menzogna; truciolo (di legno)",bosia
559,lemma,boṡiàdro,agg,"bugiardo, falso, ciarlatano",bosiadro
560,lemma,bót,sf,"botte, barile, tino",bot
561,lemma,bòt,sm,"botto, colpo, rintocco della campana",bot
562,locuzione,bòt (de –),loc,"di colpo, tutto ad un tratto; anche:debòto",bot (de –)
563,locuzione,bòt (de prim –),loc,"a prima vista, di colpo, di primo acchito",bot (de prim –)
564,lemma,bòta,sf,"botta, battuta, bastonata, colpo, legnata",bota
565,locuzione,bòta (tegnirghe –),loc,"controbattere, tener testa, dargli contro, non farsi sottomettere",bota (tegnirghe –)
566,lemma_variant,botànico,sm,"botanico, erborista",botanico
567,lemma,botàr,sm,bottaio,botar
568,locuzione,bòte (na rata de –),loc,"un sacco di legnate, un sacco di botte",bote (na rata de –)
569,lemma,botéga,sf,"bottega, negozio, rivendita",botega
570,lemma,boteghér,sm,"bottegaio, negoziante, commerciante, esercente, venditore",botegher
571,lemma,botér,sm,burro,boter
572,lemma,boteṡèl,sm,"botticino, botte piccola, botticella, botticina; anche: boteṡèla",botesel
573,lemma,botesón,sm,la botte grande della cantina,boteson
574,lemma,boteżàr,vb,"rintoccare, suonare delle campane - anche: sbotezàr",botezar
575,lemma,boteżàr,vb,"fare il burro, burrificare - anche: caserar",botezar
576,lemma,botinàr,vb,"bottinare, raccogliere il nettare e il polline",botinar
577,lemma,bòtola,sf,"botola, tombino",botola
578,lemma,botón,sm,"bottone, pulsante, bocciolo",boton
579,lemma,botón de la comare,sm,ombelico - anche: botón de la gùdaza,boton de la comare
580,lemma,botonara,sf,"bottoniera, allacciatura, pulsantiera",botonara
581,lemma,bòza,sf,bottiglia; anche: botìlia,boza
582,lemma,bozét,sm,"bozzetto, schizzo, abbozzo",bozet
583,lemma,bozéta,sf,"boccettina, bottiglietta, ampolla; biberon",bozeta
584,lemma,bozón,sm,"bottiglione, fiasco",bozon
585,lemma,braconiér,sm,bracconiere,braconier
586,lemma,bragàld,sm,"ovulo buono, amanita cesarea; anche: bragàldo",bragald
587,lemma,bragaròl,sm,"brachetta, toppa, patta, abbottonatura dei pantaloni; anche: botega",bragarol
588,lemma,braghe,sfpl,"pantaloni, calzoni",braghe
589,locuzione,braghe (botéga de le –),es,patta dei pantaloni - anche: bragaròl,braghe (botega de le –)
590,locuzione,braghe a la żuàva,loc,"pantaloni alla zuava, cioè alla moda degli zuavi",braghe a la zuava
591,locuzione,braghe a zifolòt,loc,"pantaloni molto stretti di gamba, che arrivavano al ginocchio",braghe a zifolot
592,locuzione,braghe córte,loc,pantaloni corti,braghe corte
593,locuzione,braghe de téla,loc,"mutande, boxer, bermuda",braghe de tela
594,locuzione,braghe de téla (èser en –),loc,"essere in mutande, non aver più nulla",braghe de tela (eser en –)
595,locuzione,braghe lise,loc,pantaloni consumati,braghe lise
596,locuzione,braghe lónghe,loc,pantaloni lunghi,braghe longhe
597,locuzione,braghe repezade,loc,pantaloni rammendati,braghe repezade
598,locuzione,braghe taconade,loc,pantaloni aggiustati male,braghe taconade
599,locuzione,braghe taselade,loc,pantaloni con le toppe,braghe taselade
600,locuzione,braghe tipo aqua alta,loc,pantaloni corti che mostrano i calzini,braghe tipo aqua alta
601,lemma,braghéte,sfpl,"pantaloncini, calzoncini",braghete
602,locuzione,braghéte da nòdo,loc,"costume da bagno, pantaloncini da bagno",braghete da nodo
603,lemma,bragòte,sf,"spreg. braghette, calzoncini",bragote
604,lemma,brancada,sf,"manata, quantità di cose afferrate con le mani",brancada
605,lemma,brancàr,vb,"brancare, pigliare, prendere, afferrare; anche: brincar",brancar
606,lemma,brancol,sm,"rebbio, ogni punta della forca o della forchetta",brancol
607,lemma,brào,agg,bravo,brao
608,locuzione,brào (da –),loc,"da bravo, stai bravo, ma va là, non rompere",brao (da –)
609,locuzione,brào caro (da –),loc,"ma cosa dici, stai calmo, non dire fesserie",brao caro (da –)
610,lemma,braṡa,sf,"brace, tizzone ardente, carbone acceso",brasa
611,locuzione,braṡa coèrta,loc,"furbacchione, malizioso, acqua cheta - anche: braṡa scoèrta",brasa coerta
612,lemma,brasca,sf,raspo dell'uva,brasca
613,lemma,brascà,sm,"uva pigiata, mosto, raspato, ammostato",brasca
614,lemma,brasche,sfpl,vinacce,brasche
615,lemma,braṡe,smpl,"braci, tizzoni, fuoco senza fiamma, carboni ardenti",brase
616,lemma,braṡér,sm,braciere,braser
617,lemma,braṡòla,sf,"braciola, costoletta",brasola
618,lemma,braùra,sf,"bravura, destrezza, maestria",braura
619,lemma,braurada,sf,"spacconata, azione spavalda, fanfaronata",braurada
620,lemma,bravada,sf,"bravata, braveria, spacconata, prodezza",bravada
621,lemma,bravazo,sm,"bravaccio, prepotente",bravazo
622,lemma,braz,sm,"braccio, bracciata, fascio",braz
623,locuzione,braz a braz,loc,"a braccetto, sottobraccio",braz a braz
624,locuzione,braz de èrba,loc,fascio d'erba,braz de erba
625,lemma,brazacòl,sm,"abbracciare, gettare le braccia al collo, abbracciare strettamente",brazacol
626,lemma,brazada,sf,"abbracciata, abbraccio, bracciata (es. a nuoto)",brazada
627,lemma,brazadèl,sm,"ciambella dolce, pane intrecciato e zuccherato; anche salato: bretzél",brazadel
628,lemma,brazàl,sm,bracciale,brazal
629,lemma,brazalét,sm,braccialetto,brazalet
630,lemma,brazàr,vb,"abbracciare, cingere - anche: abrazàr, embrazàr",brazar
631,lemma,brazòl,sm,"bracciolo, appoggio per le braccia",brazol
632,lemma,brazòt,sm,"braccetto, piccolo braccio, braccino",brazot
633,locuzione,brazòt córt,loc,avaro; chi non tira mai fuori il portafoglio ha il 'braccino' corto,brazot cort
634,lemma,bréga,sf,"asse, stanga, tavola",brega
635,lemma,brènta,sf,"mastello, tinozza",brenta
636,locuzione,brènta (ne ò magnà na –),loc,ne ho mangiato tantissimo,brenta (ne o magna na –)
637,lemma,brentana,sf,"alluvione, allagamento",brentana
638,lemma,brentèl,sm,recipiente di legno nel quale si metteva la carne sotto sale,brentel
639,lemma,brentèla,sf,"piccola brenta, piccolo mastello in legno, bigoncia",brentela
640,lemma,brentón,sm,"grande tinozza di legno, usata per scaricare il mosto",brenton
641,lemma,brènz,sm,1. le vasche della fontana; 2. recipiente di legno o di rame per l'acqua potabile,brenz
642,lemma,brescàda,sf,"manata, manciata",brescada
643,lemma,bretèle,sfpl,"bretella, spalline di indumenti - anche: spalàzi, tiràche",bretele
644,lemma,brétzel,sm,"ciambella salata, pane intrecciato e salato - anche dolce: bazadèl",bretzel
645,lemma,brìa,sf,"briglia, redine - anche: brilia",bria
646,lemma,brìga,sf,"pigrizia, fastidio, pena, peso, molestia",briga
647,locuzione,brìga (gavér –),loc,"avere un incomodo, essere indolenti verso qualche cosa, non averne voglia",briga (gaver –)
648,lemma,brigàr,vb,"aver da fare, ingegnarsi, aver da dire",brigar
649,locuzione,brigàr (seutàr a –),loc,"continuare a fare lavoretti, seguitare a darsi da fare",brigar (seutar a –)
650,lemma,brighèla,sf,"brighella, persona furba",brighela
651,lemma,brigolàr,vb,"fremere, palpitare, eccitare, dimenarsi come un verme",brigolar
652,lemma,brigolón,agg,"vivace, irrequieto, ansioso",brigolon
653,lemma,brigolòt,sm,"vermetto, baco",brigolot
654,locuzione,brigolòti (pién de –),loc,"pieno di vermetti, bacato, brulicato",brigoloti (pien de –)
655,lemma,brigós,agg,"incomodo, seccante, laborioso",brigos
656,lemma,brincàr,vb,"abbrancare, afferrare, acciuffare, prendere, acchiappare; anche: brancar",brincar
657,lemma,briṡa,sf,"fungo boleto, porcino",brisa
658,locuzione,briṡa mata,loc,"fungo tossico, o velenoso o non commestibile",brisa mata
659,lemma,briṡòt,sm,piccolo fungo porcino,brisot
660,lemma,brò,sm,"brodo, consommé",bro
661,lemma,brò bruṡà,sm,"farina bianca tostata col brodo, minestra di bianca fritta con burro e cipolla",bro brusa
662,lemma,broàda,agg,"bollita, sbollentata, scottata",broada
663,lemma,brocà,sm,broccato,broca
664,lemma,bròca,sf,"1. brocca; 2. chiodo a testa larga, bulletta da calzolaio",broca
665,lemma,bròca da zapa,sf,chiodo per scarponi da montagna.,broca da zapa
666,lemma,brocàr,sm,operaio nelle fabbrica delle brocche (chiodi),brocar
667,lemma,brochéta,sf,"puntina da disegno, chiodino",brocheta
668,lemma,brochéta,sm,"chiodaiolo, chi fabbrica le broche o i chiodi",brocheta
669,locuzione,brochéte (bater –),loc,battere i denti dal freddo,brochete (bater –)
670,lemma,bròcol,sm,"broccolo, cavolfiore",brocol
671,lemma,brocón,sm,erica (pianta),brocon
672,lemma,brocón,sm,grande chiodo per legno,brocon
673,lemma,bròda,sf,"brodo acquoso, brodaglia",broda
674,lemma,bródech,agg,"sporco, lercio, sudicio",brodech
675,locuzione,bródega (la è –),loc,"è una cosa poco pulita, oppure rischiosa",brodega (la e –)
676,lemma,brodegàr,vb,"imbrattare, sporcare, sbrodolare",brodegar
677,lemma,brodegarse,vb,"macchiarsi, sporcarsi, imbrattarsi",brodegarse
678,lemma,brodeghìṡia,sf,"sudiceria, sporcizia, luridume",brodeghisia
679,lemma,brodegón,sm,"sbrodolone, sudicione, maialone, noncurante; fig. sparlatore - anche: sbrodegón",brodegon
680,locuzione,bròdi lónghi,loc,"chiacchiere inconcludenti, discorsi prolissi",brodi longhi
681,locuzione,bròdo ( che –),loc,"che noia, uffa",brodo ( che –)
682,lemma,broènt,agg,"bollente, caldissimo che scotta - anche: brovènt",broent
683,lemma,broentàr,vb,"sbollentare, scottare",broentar
684,lemma,brògia,sf,brina gelata,brogia
685,lemma,bròldo,agg,"smorto, brutta cera; emaciato",broldo
